author,title,year,isbn,publisher,address,url,doi,abstract,booktitle,articleno,numpages,keywords,location,series,pages
"Fleck, Rowanne and Cox, Anna L. and Robison, Rosalyn A.V.",Balancing Boundaries: Using Multiple Devices to Manage Work-Life Balance,2015,9781450331456,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2702123.2702386,10.1145/2702123.2702386,"Information and communication technologies (ICTs) continue to give us increased flexibility about when and where we choose to work and the freedom to deal with home tasks whilst at work. However more use of ICT for work during non-work time has been linked with negative outcomes including lower work and life satisfaction and increased stress. Previous work has suggested that in order to reduce some of these negative effects, people should adopt technology use strategies that aid separation of their home and work lives. In this paper we report the results of a questionnaire study investigating work-life balance boundary behaviours and technology use. We find that people use multiple devices as a way of creating boundaries between home and work, and the extent to which they do this relates to their boundary behaviour style. These findings have particular relevance given the increasing trend for Bring Your Own Device (BYOD) policies.",Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,313,4,"technology boundary work, life-work balance, device separation, bring your own device, boundary control","Seoul, Republic of Korea",CHI '15,3985–3988
"Wozniak, Pawel W. and Schmidt, Benjamin and Lischke, Lars and Franjcic, Zlatko and Yanta\c{c}, Asim Evren and Fjeld, Morten",MochaTop: building ad-hoc data spaces with multiple devices,2014,9781450324748,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2559206.2581232,10.1145/2559206.2581232,"We present MochaTop-a system using multiple mobile devices that is part of our on-going inquiry into ad-hoc multi-device environments on tabletops. In this progress report, we describe the motivation for designing multi-device, ad-hoc systems for single and multiple users, and explain the design and implementation of our prototype system. We report on preliminary user studies made with focus groups and sandbox explorations of the prototype, with video analysis. By designing new interaction patterns, we focus on investigating if multiple mobile devices can be used to transform everyday settings into new environments for data exploration. Our research indicates that users value the extended interactive space created by multiple mobile devices.",CHI '14 Extended Abstracts on Human Factors in Computing Systems,313,6,"multiple device environments, mobile interaction, data analysis","Toronto, Ontario, Canada",CHI EA '14,2329–2334
"Gomes, Antonio and Vertegaal, Roel",Paperfold: a shape changing mobile device with multiple reconfigurable electrophoretic magnetic display tiles,2014,9781450324748,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2559206.2574770,10.1145/2559206.2574770,"We present PaperFold, a novel shape changing mobile device with multiple reconfigurable touch sensitive thin-film electrophoretic magnetic display tiles. PaperFold explores the perceived benefits of having multiple computing devices combined into a single mobile device featuring multiple detachable displays. In PaperFold, each display tile can act independently or as part of a single system. Advantages include better support for performing tasks that traditionally require multiple devices, as well as physical manipulation and sharing of views. Touch and Inertial Measurement Unit (IMU) sensors embedded in each display tile allow users to dynamically manipulate content.",CHI '14 Extended Abstracts on Human Factors in Computing Systems,313,4,"organic user interfaces, human factors, foldable user interfaces, flexible displays","Toronto, Ontario, Canada",CHI EA '14,535–538
"Hwang, Faustina and Keates, Simeon and Langdon, Patrick and Clarkson, P. John",Multiple haptic targets for motion-impaired computer users,2003,1581136307,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/642611.642620,10.1145/642611.642620,"Although a number of studies have reported that force feedback gravity wells can improve performance in ""point-and-click"" tasks, there have been few studies addressing issues surrounding the use of gravity wells for multiple on-screen targets. This paper investigates the performance of users, both with and without motion-impairments, in a ""point-and-click"" task when an undesired haptic distractor is present. The importance of distractor location is studied explicitly. Results showed that gravity wells can still improve times and error rates, even on occasions when the cursor is pulled into a distractor. The greatest improvement is seen for the most impaired users. In addition to traditional measures such as time and errors, performance is studied in terms of measures of cursor movement along a path. Two cursor measures, angular distribution and temporal components, are proposed and their ability to explain performance differences is explored.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,8,"motion-impaired, force feedback, cursor control, Wingman","Ft. Lauderdale, Florida, USA",CHI '03,41–48
"Perin, Charles and Vernier, Fr\'{e}d\'{e}ric and Fekete, Jean-Daniel",Interactive horizon graphs: improving the compact visualization of multiple time series,2013,9781450318990,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2470654.2466441,10.1145/2470654.2466441,"Many approaches have been proposed for the visualization of multiple time series. Two prominent approaches are reduced line charts (RLC), which display small multiples for time series, and the more recent horizon graphs (HG). We propose to unify RLC and HG using a new technique - interactive horizon graphs (IHG) - which uses pan and zoom interaction to increase the number of time series that can be analysed in parallel. In a user study we compared RLC, HG, and IHG across several tasks and numbers of time series, focusing on datasets with both large scale and small scale variations. Our results show that IHG outperform the other two techniques in complex comparison and matching tasks where the number of charts is large. In the hardest task PHG have a significantly higher number of good answers (correctness) than HG (+14%) and RLC (+51%) and a lower error magnitude than HG (-64%) and RLC (-86%).",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"visualization, time series, horizon graphs, evaluation","Paris, France",CHI '13,3217–3226
"Lafreniere, Benjamin and Grossman, Tovi and Fitzmaurice, George",Community enhanced tutorials: improving tutorials with multiple demonstrations,2013,9781450318990,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2470654.2466235,10.1145/2470654.2466235,"Web-based tutorials are a popular help resource for learning how to perform unfamiliar tasks in complex software. However, in their current form, web tutorials are isolated from the applications that they support. In this paper we present FollowUs, a web-tutorial system that integrates a fully-featured application into a web-based tutorial. This novel architecture enables community enhanced tutorials, which continuously improve as more users work with them. FollowUs captures video demonstrations of users as they perform a tutorial. Subsequent users can use the original tutorial, or choose from a library of captured community demonstrations of each tutorial step. We conducted a user study to test the benefits of making multiple demonstrations available to users, and found that users perform significantly better using our system with a library of multiple demonstrations in comparison to its equivalent baseline system with only the original authored content.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"tutorials, learning, help, community","Paris, France",CHI '13,1779–1788
"Boardman, Richard",Multiple hierarchies in user workspace,2001,1581133405,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/634067.634304,10.1145/634067.634304,"Desktop workspaces contain many user-defined hierarchies such as the file system, email folders and web bookmark folders. Previous studies have shown that users encounter many overheads in the management and navigation of individual hierarchies. In contrast, this paper presents an exploratory study of how users work with the multiple hierarchies of their workspace.The organisations of three hierarchies (file system, email folders and web bookmark folders) were compared for ten users. The study found that overheads are compounded when working with multiple hierarchies. Improved support is required for managing multiple hierarchies in user workspace. The sharing of organisational information between hierarchies is proposed as one possible approach.",CHI '01 Extended Abstracts on Human Factors in Computing Systems,313,2,"workspace organisation, multiple hierarchies, desktop","Seattle, Washington",CHI EA '01,403–404
"North, Chris and Shneiderman, Ben","Component-based, user-constructed, multiple-view visualization",2001,1581133405,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/634067.634188,10.1145/634067.634188,A major hindrance to the usage of information visualization in common tasks is that typically a new visualization interface must be custom programmed to suit each task. This video demonstrates a system and user interface that attempts to solve this problem by enabling end users to construct their own multiple-view visualization interfaces that are appropriate for their tasks and data. Users accomplish this by snapping together component visualizations and specifying tight couplings between them. Then they can use their newly constructed visualization interfaces to perform their tasks.,CHI '01 Extended Abstracts on Human Factors in Computing Systems,313,2,"user interface, tight coupling, specification, software components, multiple views, information visualization","Seattle, Washington",CHI EA '01,201–202
"Tarun, Aneesh P. and Wang, Peng and Girouard, Audrey and Strohmeier, Paul and Reilly, Derek and Vertegaal, Roel",PaperTab: an electronic paper computer with multiple large flexible electrophoretic displays,2013,9781450319522,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2468356.2479628,10.1145/2468356.2479628,"We present Papertab, a paper computer with multiple 10.7"" functional touch sensitive flexible electrophoretic displays. Papertab merges the benefits of working with electronic documents with the tangibility of paper documents. In Papertab, each document window is represented as a physical, functional, flexible e-paper screen called a displaywindow. Each displaywindow is an Android computer that can show documents at varying resolutions. The location of displaywindows is tracked on the desk using an electro-magnetic tracker. This allows for context-aware operations between displaywindows. Touch and bend sensors in each displaywindow allow users to navigate content.",CHI '13 Extended Abstracts on Human Factors in Computing Systems,313,4,"organic user interfaces, flexible display interfaces","Paris, France",CHI EA '13,3131–3134
"Rekimoto, Jun","Multiple-computer user interfaces: ""beyond the desktop"" direct manipulation environments",2000,1581132484,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/633292.633297,10.1145/633292.633297,"Graphical user interfaces (GUIs) are mainly designed for a single computer and a set of single input devices. However, when we simultaneously use many and different types of computers and electronic devices, such interfaces would often fail to work. As we can combine several tools to perform a task in the real world, we consider that it should be possible to dynamically combine multiple digital devices. It should also be possible to use ""direct manipulation"" interfaces that work across the boundary of these devices. We call this concept ""multiple-computer user interfaces"". This video demonstrates several interaction techniques based on this concept, including Pick-and-Drop, a digital whiteboard system with palmtop computers, and a digital table that can recognize objects placed on it.",CHI '00 Extended Abstracts on Human Factors in Computing Systems,313,2,"ubiquitous computing, pick-and-drop, multiple-device user interfaces, direct manipulation","The Hague, The Netherlands",CHI EA '00,6–7
"Dow, Steven and Fortuna, Julie and Schwartz, Dan and Altringer, Beth and Schwartz, Daniel and Klemmer, Scott","Prototyping dynamics: sharing multiple designs improves exploration, group rapport, and results",2011,9781450302289,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1978942.1979359,10.1145/1978942.1979359,"Prototypes ground group communication and facilitate decision making. However, overly investing in a single design idea can lead to fixation and impede the collaborative process. Does sharing multiple designs improve collaboration? In a study, participants created advertisements individually and then met with a partner. In the Share Multiple condition, participants designed and shared three ads. In the Share Best condition, participants designed three ads and selected one to share. In the Share One condition, participants designed and shared one ad. Sharing multiple designs improved outcome, exploration, sharing, and group rapport. These participants integrated more of their partner's ideas into their own subsequent designs, explored a more divergent set of ideas, and provided more productive critiques of their partner's designs. Furthermore, their ads were rated more highly and garnered a higher click-through rate when hosted online.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"prototyping, exploration, design teams, critique, creativity","Vancouver, BC, Canada",CHI '11,2807–2816
"Toyoda, Masashi and Shibayama, Etsuya",Hyper Mochi Sheet: a predictive focusing interface for navigating and editing nested networks through a multi-focus distortion-oriented view,1999,0201485591,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/302979.303145,10.1145/302979.303145,"Multi-focus distortion-oriented views are useful in viewing large information on a small screen, but still have problems in managing multiple foci during editing. The user may have to navigate information space by focusing and defocusing multiple parts to obtain multi-focus layouts that change according to various editing situations. As a result, it becomes haphazard to navigate and edit large nested networks such as hypertexts. We propose a user interface for quickly obtaining desirable layouts. The interface uses two techniques: focus size prediction and predictive focus selection. These techniques are based on a user test and experiences in applications. We also describe two example applications.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,8,"navigation, multi-focus, editing, distortion-oriented view","Pittsburgh, Pennsylvania, USA",CHI '99,504–511
"Freire, Manuel and Plaisant, Catherine and Shneiderman, Ben and Golbeck, Jen",ManyNets: an interface for multiple network analysis and visualization,2010,9781605589299,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1753326.1753358,10.1145/1753326.1753358,"Traditional network analysis tools support analysts in studying a single network. ManyNets offers these analysts a powerful new approach that enables them to work on multiple networks simultaneously. Several thousand networks can be presented as rows in a tabular visualization, and then inspected, sorted and filtered according to their attributes. The networks to be displayed can be obtained by subdivision of larger networks. Examples of meaningful subdivisions used by analysts include ego networks, community extraction, and time-based slices. Cell visualizations and interactive column overviews allow analysts to assess the distribution of attributes within particular sets of networks. Details, such as traditional node-link diagrams, are available on demand. We describe a case study analyzing a social network geared towards film recommendations by means of decomposition. A small usability study provides feedback on the use of the interface on a set of tasks issued from the case study.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"table interface, network analysis, interaction, information visualization, graphical user interface, exploratory analysis","Atlanta, Georgia, USA",CHI '10,213–222
"Ogura, Kanayo and Matsumoto, Yoko and Yamauchi, Yoshiyuki and Nishimoto, Kazushi",Kairos Chat: a novel text-based chat system that has multiple streams of time,2010,9781605589305,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1753846.1754045,10.1145/1753846.1754045,"In this paper we propose a novel chat system named ""Kairos Chat"" that has multiple streams of time whose velocities are different. A pilot study shows that users spontaneously use the different streams for different types of messages without any concrete instructions on how to use the streams.",CHI '10 Extended Abstracts on Human Factors in Computing Systems,313,6,cmc (computer-mediated communication),"Atlanta, Georgia, USA",CHI EA '10,3721–3726
"Talbot, Justin and Lee, Bongshin and Kapoor, Ashish and Tan, Desney S.",EnsembleMatrix: interactive visualization to support machine learning with multiple classifiers,2009,9781605582467,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1518701.1518895,10.1145/1518701.1518895,"Machine learning is an increasingly used computational tool within human-computer interaction research. While most researchers currently utilize an iterative approach to refining classifier models and performance, we propose that ensemble classification techniques may be a viable and even preferable alternative. In ensemble learning, algorithms combine multiple classifiers to build one that is superior to its components. In this paper, we present EnsembleMatrix, an interactive visualization system that presents a graphical view of confusion matrices to help users understand relative merits of various classifiers. EnsembleMatrix allows users to directly interact with the visualizations in order to explore and build combination models. We evaluate the efficacy of the system and the approach in a user study. Results show that users are able to quickly combine multiple classifiers operating on multiple feature sets to produce an ensemble classifier with accuracy that approaches best-reported performance classifying images in the CalTech-101 dataset.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"visualization, object recognition, interactive machine learning, ensemble classifiers, caltech-101","Boston, MA, USA",CHI '09,1283–1292
"Roth, Volker and Turner, Thea",Bezel swipe: conflict-free scrolling and multiple selection on mobile touch screen devices,2009,9781605582467,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1518701.1518933,10.1145/1518701.1518933,"Zooming user interfaces are increasingly popular on mobile devices with touch screens. Swiping and pinching finger gestures anywhere on the screen manipulate the displayed portion of a page, and taps open objects within the page. This makes navigation easy but limits other manipulations of objects that would be supported naturally by the same gestures, notably cut and paste, multiple selection, and drag and drop. A popular device that suffers from this limitation is Apple's iPhone. In this paper, we present Bezel Swipe, an interaction technique that supports multiple selection, cut, copy, paste and other operations without interfering with zooming, panning, tapping and other pre-defined gestures. Participants of our user study found Bezel Swipe to be a viable alternative to direct touch selection.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"zooming, zoomable, touch interaction, swipe, study, small display, multiple selection, mode change, mobile device, iphone, handheld, gesture, cut paste, crossing","Boston, MA, USA",CHI '09,1523–1526
"Lee, David and Munson, Sean A. and Congleton, Ben and Newman, Mark W. and Ackerman, Mark S. and Hofer, Erik C. and Finholt, Thomas A.",Montage: a platform for physically navigating multiple pages of web content,2009,9781605582474,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1520340.1520686,10.1145/1520340.1520686,"Montage is a platform for rendering multiple pages of web content on large tiled displays (several desktop LCDs arranged in a spatially contiguous matrix). We discuss the advantages of data visualization using a newsstand metaphor, showing many content items at once and allowing users to quickly refine visual searches by walking (physically navigating) closer to specific data on the display. We have used Montage to build three applications that demonstrate the variety of applications that are possible on this platform. These applications have benefits for both everyday use and as research tools.",CHI '09 Extended Abstracts on Human Factors in Computing Systems,313,6,"tiled displays, optiportal, micro/macro view, information visualization, high resolution visualization","Boston, MA, USA",CHI EA '09,4477–4482
"Hutchings, Dugald Ralph and Stasko, John",mudibo: multiple dialog boxes for multiple monitors,2005,1595930027,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1056808.1056944,10.1145/1056808.1056944,"A general problem identified in recent research on multiple monitor systems is the placement of small windows such as dialog boxes and toolbars. These small windows could be placed on top of the application window or on a monitor next to the application window; different situations call for different placements. We present mudibo, a component of the window manager that alleviates this problem by initially placing a window in multiple locations simultaneously and subsequently allowing the user to easily interact with the window in a desired location. Additional important contributions of mudibo are that as a general technique it can be applied to a number of situations and windows beyond simple dialog boxes, exploits the additional screen space that multiple monitors provide to solve a specific problem with dialog box interaction, and is among the first research prototype UIs that explicitly account for multiple-monitor users.",CHI '05 Extended Abstracts on Human Factors in Computing Systems,313,4,"window management, multiple monitors, dialog box","Portland, OR, USA",CHI EA '05,1471–1474
"Dearman, David and Pierce, Jeffery S.",It's on my other computer! computing with multiple devices,2008,9781605580111,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1357054.1357177,10.1145/1357054.1357177,"The number of computing devices that people use is growing. To gain a better understanding of why and how people use multiple devices, we interviewed 27 people from academia and industry. From these interviews we distill four primary findings. First, associating a user's activities with a particular device is problematic for multiple device users because many activities span multiple devices. Second, device use varies by user and circumstance; users assign different roles to devices both by choice and by constraint. Third, users in industry want to separate work and personal activities across work and personal devices, but they have difficulty doing so in practice Finally, users employ a variety of techniques for accessing information across devices, but there is room for improvement: participants reported managing information across their devices as the most challenging aspect of using multiple devices. We suggest opportunities to improve the user experience by focusing on the user rather than the applications and devices; making devices aware of their roles; and providing lighter-weight methods for transferring information, including synchronization services that engender more trust from users.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"user study, personal information management, personal computing, multiple devices, cross device interaction","Florence, Italy",CHI '08,767–776
"M\""{u}ller-Tomfelde, Christian and Schremmer, Claudia",Touchers and mousers: commonalities and differences in co-located collaboration with multiple input devices,2008,9781605580111,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1357054.1357234,10.1145/1357054.1357234,"We present new findings on commonalities and differences between touch and mouse input for co-located interaction between teams of two people who know each other. Twenty-two participants were instructed to work as co-located pairs on three sets of two concurrent digital jigsaw puzzles, displayed on a horizontal tabletop that allows for multiple concurrent input devices. They were advised to use their preference for, or any combination of, direct (touch) and indirect (mouse) input device to achieve the goal. We increased the task?s difficulty: In the second and third puzzle task, participants had to discover that pieces were mixed up between the two puzzle stacks. We used this 'hidden task' to trigger spontaneous transitions from individual to collaborative work. Based on a qualitative analysis of individual interaction trajectories of direct and indirect input devices, we discuss patterns of collaboration. This furthers scientific understanding of co-located collaboration with multiple input devices.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"trajectories, tabletop, multiple input devices, human factors, direct and indirect input devices, co-located collaboration","Florence, Italy",CHI '08,1149–1152
"Kobayashi, Masatomo and Igarashi, Takeo",Ninja cursors: using multiple cursors to assist target acquisition on large screens,2008,9781605580111,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1357054.1357201,10.1145/1357054.1357201,"We propose the ""ninja cursor"" to improve the performance of target acquisition, particularly on large screens. This technique uses multiple distributed cursors to reduce the average distance to targets. Each cursor moves synchronously following mouse movement. We present the design and implementation of the proposed technique, including a method to resolve the ambiguity that results when multiple cursors indicate different targets simultaneously. We also conducted an experiment to assess the performance of the ninja cursor. The results indicate that it can generally reduce movement time. However, the performance is greatly affected by the number of cursors and target density. Based on these results, we discuss how our technique can be put into practical use. In addition to presenting a novel method to improve pointing performance, our study is the first to explore a variable number of cursors for performing pointing tasks.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"pointing, multiple cursors, large screens, Fitts' law","Florence, Italy",CHI '08,949–958
"Hill, Becky and Long, John and Smith, Walter and Whitefield, Andy",Planning for multiple task work: an analysis of a medical reception worksystem,1993,0897915755,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/169059.169250,10.1145/169059.169250,"This paper presents an investigation of interactive worksystem planning in the multiple task work domain of medical reception. In an observational study of a medical reception worksystem, three different types of plan were identified: the task plan, the procedure plan and the activity plan. These three types of plan were required for effective working in the domain of medical reception, because of the many similar concurrent tasks, the frequency of behaviour switching between tasks, the frequency of behaviour switching between tasks and the need for consistency within the worksystem. It is proposed, therefore, that to design effective interactive human-computer worksystems for the domain of medical reception (and possibly for other work domains of a similar nature), the designer must specify the three different types of plan and the relationships between them. The three types of plan in medical reception are discussed in the context of design issues such as the allocation of planning structures.",Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,313,7,"planning and control, multiple tasks, medical reception","Amsterdam, The Netherlands",CHI '93,314–320
"Biehl, Jacob T. and Baker, William T. and Bailey, Brian P. and Tan, Desney S. and Inkpen, Kori M. and Czerwinski, Mary",Impromptu: a new interaction framework for supporting collaboration in multiple display environments and its field evaluation for co-located software development,2008,9781605580111,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1357054.1357200,10.1145/1357054.1357200,"We present a new interaction framework for collaborating in multiple display environments (MDEs) and report results from a field study investigating its use in an authentic work setting. Our interaction framework, IMPROMPTU, allows users to share task information across displays via off-the-shelf applications, to jointly interact with information for focused problem solving and to place information on shared displays for discussion and reflection. Our framework also includes a lightweight interface for performing these and related actions. A three week field study of our framework was conducted in the domain of face-to-face group software development. Results show that teams utilized almost every feature of the framework in support of a wide range of development-related activities. The framework was used most to facilitate opportunistic collaboration involving task information. Teams reported wanting to continue using the framework as they found value in it overall.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"multiple display environments, group work, group software development, field study","Florence, Italy",CHI '08,939–948
"Moncur, Wendy and Lepl\^{a}tre, Gr\'{e}gory",Pictures at the ATM: exploring the usability of multiple graphical passwords,2007,9781595935939,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240624.1240758,10.1145/1240624.1240758,"Users gain access to cash, confidential information and services at Automated Teller Machines (ATMs) via an authentication process involving a Personal Identification Number (PIN). These users frequently have many different PINs, and fail to remember them without recourse to insecure behaviours. This is not a failing of users. It is a usability failing in the ATM authentication mechanism. This paper describes research executed to evaluate whether users find multiple graphical passwords more memorable than multiple PINs. The research also investigates the success of two memory augmentation strategies in increasing memorability of graphical passwords. The results demonstrate that multiple graphical passwords are substantially more effective than multiple PIN numbers. Memorability is further improved by the use of mnemonics to aid their recall.This study will be of interest to HCI practitioners and information security researchers exploring approaches to usable security.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,8,"user authentication, usable security, graphical passwords, authentication mechanisms, ATMs","San Jose, California, USA",CHI '07,887–894
"Gross, Benjamin M. and Churchill, Elizabeth F.",Addressing constraints: multiple usernames task spillage and notions of identity,2007,9781595936424,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240866.1241013,10.1145/1240866.1241013,"In this work in progress report, we present preliminary results from an interview study on people's use of email addresses and instant messenger usernames. Based on these interview findings, we speculate that many people use multiple identifiers reactively and prosaically, rather than simply proactively and strategically. This has implications for understanding the scope of previous studies; for developing cross-platform methodologies for analysis of people's practices; for understanding identifier selection; and for design of communication tools and protocols. We believe that a focus on ""identity"", which we characterize to be a set of strategic and coherent practices for self-presentation/protection, has led to an under-representation of reactive and prosaic practices of identifier selection that can result from organizational policy, technological implementations, and social and task information flow management.",CHI '07 Extended Abstracts on Human Factors in Computing Systems,313,6,"usernames, task, interview study, instant messaging, identity, identifier, email, collaboration","San Jose, CA, USA",CHI EA '07,2393–2398
"Oulasvirta, Antti and Sumari, Lauri",Mobile kits and laptop trays: managing multiple devices in mobile information work,2007,9781595935939,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240624.1240795,10.1145/1240624.1240795,"A study at a large IT company shows that mobile information workers frequently migrate work across devices (here: smartphones, desktop PCs, laptops). While having multiple devices provides new opportunities to work in the face of changing resource deprivations, the management of devices is often problematic. The most salient problems are posed by 1) the physical effort demanded by various management tasks, 2) anticipating what data or functionality will be needed, and 3) aligning these efforts with work, mobility, and social situations. Workers' strategies of coping with these problems center on two interwoven activities: the physical handling of devices and cross-device synchronization. These aim at balancing risk and effort in immediate and subsequent use. Workers also exhibit subtle ways to handle devices in situ, appropriating their physical and operational properties. The design implications are discussed.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"user strategies, synchronization, personal information management, multiple devices, mobile information work","San Jose, California, USA",CHI '07,1127–1136
"Yehuda, Hanna and McGinn, Jennifer",Coming to terms: comparing and combining the results of multiple evaluators performing heuristic evaluation,2007,9781595936424,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240866.1240918,10.1145/1240866.1240918,"In this paper we describe a new way to perform heuristic evaluations, which allows multiple evaluators to easily compare and combine the results of their reviews. This method was developed to provide a single, reliable, result to the client, but it also allowed us to easily negotiate differences in our findings, and to prioritize usability problems identified by the evaluation. An unexpected side effect is that, by using this evaluation method, the practitioner can measure and predict the effect of usability improvements.",CHI '07 Extended Abstracts on Human Factors in Computing Systems,313,6,"usability inspection, usability evaluation, usability, severity, rating scale, heuristic evaluation, evaluator effect, competitive analysis","San Jose, CA, USA",CHI EA '07,1899–1904
"Hinckley, Ken and Guimbretiere, Francois and Baudisch, Patrick and Sarin, Raman and Agrawala, Maneesh and Cutrell, Ed",The springboard: multiple modes in one spring-loaded control,2006,1595933727,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1124772.1124801,10.1145/1124772.1124801,"Modes allow a few inputs to invoke many operations, yet if a user misclassifies or forgets the state of a system, modes can result in errors. Spring-loaded modes (quasimodes) maintain a mode while the user holds a control such as a button or key. The Springboard is an interaction technique for tablet computers that extends quasimodes to encompass multiple tool modes in a single spring-loaded control. The Springboard allows the user to continue holding down a nonpreferred-hand command button after selecting a tool from a menu as a way to repeatedly apply the same tool. We find the Springboard improves performance for both a local marking menu and for a non-local marking menu (""lagoon"") at the lower left corner of the screen. Despite the round-trip costs incurred to move the pen to a tool lagoon, a keystroke-level analysis of the true cost of each technique reveals the local marking menu is not significantly faster.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"tablet, subtraction methodology, pen, modes, marking menus, keystroke-level model, command selection","Montr\'{e}al, Qu\'{e}bec, Canada",CHI '06,181–190
"Handel, Mark","Presence awareness: multiple sources, multiple roles",2001,1581133405,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/634067.634113,10.1145/634067.634113,"Intelligent, networked devices are increasingly common, and most of these devices are capable of reporting presence information about users or sets of users. One serious limitation is that most existing presence awareness systems are unable handle multiple presence sources at once, nor are they able to handle the situation where a user is also enacting multiple roles. This work looks at some of the possible problems with multiple sources, such as when a single device could report about multiple people, or devices have conflicting data.",CHI '01 Extended Abstracts on Human Factors in Computing Systems,313,2,"wireless, presence awareness, personas, instant messaging, cell phones","Seattle, Washington",CHI EA '01,71–72
"Scupelli, Peter and Kiesler, Sara and Fussell, Susan R. and Chen, Congrui",Project view IM: a tool for juggling multiple projects and teams,2005,1595930027,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1056808.1057019,10.1145/1056808.1057019,"Previous research suggests working on multiple projects may lead to stress and misallocation of attention. A modest redesign of Instant Messenger (IM) could help team members juggle multiple projects and teams. This paper describes the implementation of this redesign--an IM plug-in called Project View IM (PVIM). PVIM uses automatic project status logging to show active project-related files and team members. In a preliminary evaluation experiment, participants working collaboratively with different partners on two projects found PVIM and IM to be equally usable and informative but PVIM participants reported less workload stress. We discuss future work to iterate the design and measure allocation of attention and task performance.",CHI '05 Extended Abstracts on Human Factors in Computing Systems,313,4,"workload, multitasking, instant messenger (IM), distributed work, coordination, computer mediated communication, awareness, attention, CSCW","Portland, OR, USA",CHI EA '05,1773–1776
"Olsen, Dan R. and Wood, Stephen Bart",Fan-out: measuring human control of multiple robots,2004,1581137028,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/985692.985722,10.1145/985692.985722,A goal of human-robot interaction is to allow one user to operate multiple robots simultaneously. In such a scenario the robots provide leverage to the user's attention. The number of such robots that can be operated is called the fan-out of a human-robot team. Robots that have high neglect tolerance and lower interaction time will achieve higher fan-out. We define an equation that relates fan-out to a robot's activity time and its interaction time. We describe how to measure activity time and fan-out. We then use the fan-out equation to compute interaction effort. We can use this interaction effort as a measure of the effectiveness of a human-robot interaction design. We describe experiments that validate the fan-out equation and its use as a metric for improving human-robot interaction.,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,8,"multiple robots, human-robot interaction, fan-out","Vienna, Austria",CHI '04,231–238
